library_no,pose_id,bvh_filename,source_clip_id,provider,collection_id,native_subject_id,native_asset_id,native_clip_id,original_title,original_filename,selected_frame_index,selected_frame_index_hint,frame_index_base,source_fps,sample_ordinal,retarget_profile,operations,source_uri,source_sha256,catalog_snapshot_ref,catalog_match_status,file_lineage_status,reviewer,notes
BVH-000312,cmu_106_15_00998_mirror,cmu_106_15_00998_mirror.bvh,cmu:106_15,CMU,cmu_motion_capture_database,106,,15,,106_15.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000313,cmu_106_33_00194,cmu_106_33_00194.bvh,cmu:106_33,CMU,cmu_motion_capture_database,106,,33,clean,106_33.amc,,194,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=33,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000314,cmu_106_33_00194_mirror,cmu_106_33_00194_mirror.bvh,cmu:106_33,CMU,cmu_motion_capture_database,106,,33,clean,106_33.amc,,194,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=106&trinum=33,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000315,cmu_107_09_00281,cmu_107_09_00281.bvh,cmu:107_09,CMU,cmu_motion_capture_database,107,,09,,107_09.amc,,281,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=107&trinum=9,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000316,cmu_107_09_00281_mirror,cmu_107_09_00281_mirror.bvh,cmu:107_09,CMU,cmu_motion_capture_database,107,,09,,107_09.amc,,281,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=107&trinum=9,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000317,cmu_108_19_00150,cmu_108_19_00150.bvh,cmu:108_19,CMU,cmu_motion_capture_database,108,,19,,108_19.amc,,150,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000318,cmu_108_19_00150_mirror,cmu_108_19_00150_mirror.bvh,cmu:108_19,CMU,cmu_motion_capture_database,108,,19,,108_19.amc,,150,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=19,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000319,cmu_108_20_00136,cmu_108_20_00136.bvh,cmu:108_20,CMU,cmu_motion_capture_database,108,,20,,108_20.amc,,136,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000320,cmu_108_20_00136_mirror,cmu_108_20_00136_mirror.bvh,cmu:108_20,CMU,cmu_motion_capture_database,108,,20,,108_20.amc,,136,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=20,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000321,cmu_108_21_00212,cmu_108_21_00212.bvh,cmu:108_21,CMU,cmu_motion_capture_database,108,,21,,108_21.amc,,212,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=21,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000322,cmu_108_21_00212_mirror,cmu_108_21_00212_mirror.bvh,cmu:108_21,CMU,cmu_motion_capture_database,108,,21,,108_21.amc,,212,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=108&trinum=21,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000323,cmu_111_07_00040,cmu_111_07_00040.bvh,cmu:111_07,CMU,cmu_motion_capture_database,111,,07,Get up from floor,111_07.amc,,40,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=111&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000324,cmu_111_07_00040_mirror,cmu_111_07_00040_mirror.bvh,cmu:111_07,CMU,cmu_motion_capture_database,111,,07,Get up from floor,111_07.amc,,40,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=111&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000325,cmu_111_22_02658,cmu_111_22_02658.bvh,cmu:111_22,CMU,cmu_motion_capture_database,111,,22,Range of motion,111_22.amc,,2658,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=111&trinum=22,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000326,cmu_111_22_02658_mirror,cmu_111_22_02658_mirror.bvh,cmu:111_22,CMU,cmu_motion_capture_database,111,,22,Range of motion,111_22.amc,,2658,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=111&trinum=22,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000327,cmu_113_13_00998,cmu_113_13_00998.bvh,cmu:113_13,CMU,cmu_motion_capture_database,113,,13,Punch and kick,113_13.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000328,cmu_113_13_00998_mirror,cmu_113_13_00998_mirror.bvh,cmu:113_13,CMU,cmu_motion_capture_database,113,,13,Punch and kick,113_13.amc,,998,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000329,cmu_113_29_02878_ground,cmu_113_29_02878_ground.bvh,cmu:113_29,CMU,cmu_motion_capture_database,113,,29,Yoga,113_29.amc,,2878,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=29,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000330,cmu_113_29_02878_ground_mirror,cmu_113_29_02878_ground_mirror.bvh,cmu:113_29,CMU,cmu_motion_capture_database,113,,29,Yoga,113_29.amc,,2878,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=29,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000331,cmu_113_29_03764_ground,cmu_113_29_03764_ground.bvh,cmu:113_29,CMU,cmu_motion_capture_database,113,,29,Yoga,113_29.amc,,3764,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=29,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000332,cmu_113_29_03764_ground_mirror,cmu_113_29_03764_ground_mirror.bvh,cmu:113_29,CMU,cmu_motion_capture_database,113,,29,Yoga,113_29.amc,,3764,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=113&trinum=29,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000333,cmu_117_01_00665,cmu_117_01_00665.bvh,cmu:117_01,CMU,cmu_motion_capture_database,117,,01,,,,665,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000334,cmu_117_01_00665_mirror,cmu_117_01_00665_mirror.bvh,cmu:117_01,CMU,cmu_motion_capture_database,117,,01,,,,665,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000335,cmu_117_04_00589,cmu_117_04_00589.bvh,cmu:117_04,CMU,cmu_motion_capture_database,117,,04,,,,589,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000336,cmu_117_04_00589_mirror,cmu_117_04_00589_mirror.bvh,cmu:117_04,CMU,cmu_motion_capture_database,117,,04,,,,589,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000337,cmu_117_04_02030,cmu_117_04_02030.bvh,cmu:117_04,CMU,cmu_motion_capture_database,117,,04,,,,2030,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000338,cmu_117_04_02030_mirror,cmu_117_04_02030_mirror.bvh,cmu:117_04,CMU,cmu_motion_capture_database,117,,04,,,,2030,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=4,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000339,cmu_117_05_01382_ground,cmu_117_05_01382_ground.bvh,cmu:117_05,CMU,cmu_motion_capture_database,117,,05,,,,1382,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000340,cmu_117_05_01382_ground_mirror,cmu_117_05_01382_ground_mirror.bvh,cmu:117_05,CMU,cmu_motion_capture_database,117,,05,,,,1382,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=5,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000341,cmu_117_07_00590,cmu_117_07_00590.bvh,cmu:117_07,CMU,cmu_motion_capture_database,117,,07,,,,590,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000342,cmu_117_07_00590_mirror,cmu_117_07_00590_mirror.bvh,cmu:117_07,CMU,cmu_motion_capture_database,117,,07,,,,590,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000343,cmu_117_08_00677_ground,cmu_117_08_00677_ground.bvh,cmu:117_08,CMU,cmu_motion_capture_database,117,,08,,,,677,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000344,cmu_117_08_00677_ground_mirror,cmu_117_08_00677_ground_mirror.bvh,cmu:117_08,CMU,cmu_motion_capture_database,117,,08,,,,677,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=8,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000345,cmu_117_10_00516_ground,cmu_117_10_00516_ground.bvh,cmu:117_10,CMU,cmu_motion_capture_database,117,,10,,,,516,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=10,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000346,cmu_117_10_00516_ground_mirror,cmu_117_10_00516_ground_mirror.bvh,cmu:117_10,CMU,cmu_motion_capture_database,117,,10,,,,516,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""filename_inferred"",""type"":""ground""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=10,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000347,cmu_117_12_01268,cmu_117_12_01268.bvh,cmu:117_12,CMU,cmu_motion_capture_database,117,,12,,,,1268,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000348,cmu_117_12_01268_mirror,cmu_117_12_01268_mirror.bvh,cmu:117_12,CMU,cmu_motion_capture_database,117,,12,,,,1268,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=12,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000349,cmu_117_13_01149,cmu_117_13_01149.bvh,cmu:117_13,CMU,cmu_motion_capture_database,117,,13,,,,1149,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000350,cmu_117_13_01149_mirror,cmu_117_13_01149_mirror.bvh,cmu:117_13,CMU,cmu_motion_capture_database,117,,13,,,,1149,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=13,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000351,cmu_117_14_01598,cmu_117_14_01598.bvh,cmu:117_14,CMU,cmu_motion_capture_database,117,,14,,,,1598,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000352,cmu_117_14_01598_mirror,cmu_117_14_01598_mirror.bvh,cmu:117_14,CMU,cmu_motion_capture_database,117,,14,,,,1598,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=14,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000353,cmu_117_15_00713,cmu_117_15_00713.bvh,cmu:117_15,CMU,cmu_motion_capture_database,117,,15,,,,713,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,unverified,,
BVH-000354,cmu_117_15_00713_mirror,cmu_117_15_00713_mirror.bvh,cmu:117_15,CMU,cmu_motion_capture_database,117,,15,,,,713,unknown,,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=117&trinum=15,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,not_found_in_snapshot,derived_mirror,,
BVH-000355,cmu_11_01_00389,cmu_11_01_00389.bvh,cmu:11_01,CMU,cmu_motion_capture_database,11,,01,soccer - kick ball,11_01.amc,,389,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=11&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000356,cmu_11_01_00389_mirror,cmu_11_01_00389_mirror.bvh,cmu:11_01,CMU,cmu_motion_capture_database,11,,01,soccer - kick ball,11_01.amc,,389,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=11&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000357,cmu_11_01_00438,cmu_11_01_00438.bvh,cmu:11_01,CMU,cmu_motion_capture_database,11,,01,soccer - kick ball,11_01.amc,,438,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=11&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000358,cmu_11_01_00438_mirror,cmu_11_01_00438_mirror.bvh,cmu:11_01,CMU,cmu_motion_capture_database,11,,01,soccer - kick ball,11_01.amc,,438,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=11&trinum=1,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000359,cmu_120_02_00767,cmu_120_02_00767.bvh,cmu:120_02,CMU,cmu_motion_capture_database,120,,02,Gorilla,120_02.amc,,767,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=120&trinum=2,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000360,cmu_120_02_00767_mirror,cmu_120_02_00767_mirror.bvh,cmu:120_02,CMU,cmu_motion_capture_database,120,,02,Gorilla,120_02.amc,,767,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=120&trinum=2,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000361,cmu_120_03_01126,cmu_120_03_01126.bvh,cmu:120_03,CMU,cmu_motion_capture_database,120,,03,Mickey cast spell,120_03.amc,,1126,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=120&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
BVH-000362,cmu_120_03_01126_mirror,cmu_120_03_01126_mirror.bvh,cmu:120_03,CMU,cmu_motion_capture_database,120,,03,Mickey cast spell,120_03.amc,,1126,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""},{""status"":""paired_member_present"",""type"":""mirror""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=120&trinum=3,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,derived_mirror,,
BVH-000363,cmu_120_07_00342,cmu_120_07_00342.bvh,cmu:120_07,CMU,cmu_motion_capture_database,120,,07,Mickey Dance,120_07.amc,,342,unknown,120,,,"[{""status"":""inferred"",""type"":""extract_frame""}]",https://mocap.cs.cmu.edu/search.php?subjectnumber=120&trinum=7,,sha256:7a5bd8c60b22df22b77c8ab3a0b5d6bf24d93511a01f971d169cd3c5f236312b,verified,unverified,,
